po_line_id,po_id,order_date,supplier_id,part_id,warehouse_id,quantity_ordered,promised_date,received_date,quantity_received,unit_cost_gbp,order_status
POL001228,PO000410,2025-06-01,S047,P0024,W01,240,2025-06-26,2025-06-30,240,431.46,Complete
POL001229,PO000410,2025-09-30,S036,P0084,W04,330,2025-10-24,2025-10-19,330,453.8,Complete
POL001230,PO000410,2025-04-07,S032,P0112,W01,101,2025-04-28,2025-04-30,101,358.71,Complete
POL001231,PO000411,2025-03-06,S034,P0006,W02,189,2025-03-22,2025-03-25,164,328.86,Complete
POL001232,PO000411,2026-05-27,S002,P0073,W02,237,2026-06-17,2026-06-16,237,11.5,Complete
POL001233,PO000411,2025-08-13,S011,P0030,W02,262,2025-09-03,2025-09-09,262,661.84,Complete
POL001234,PO000412,2025-12-17,S039,P0091,W02,249,2025-12-27,2025-12-26,249,475.86,Complete
POL001235,PO000412,2025-11-11,S023,P0017,W02,212,2025-12-07,2025-12-10,212,280.84,Complete
POL001236,PO000412,2026-03-18,S025,P0044,W03,447,2026-04-05,2026-03-30,447,33.68,Complete
POL001237,PO000413,2026-03-20,S037,P0025,W05,401,2026-04-10,2026-04-07,401,174.13,Complete
POL001238,PO000413,2025-06-27,S004,P0105,W04,444,2025-07-08,2025-07-15,444,326.97,Complete
POL001239,PO000413,2026-05-24,S039,P0010,W04,299,2026-05-31,2026-05-23,299,341.73,Complete
POL001240,PO000414,2025-08-11,S033,P0070,W01,245,2025-09-07,2025-09-13,245,626.28,Complete
POL001241,PO000414,2026-05-17,S020,P0015,W01,218,2026-05-30,2026-05-30,218,216.62,Complete
POL001242,PO000414,2025-08-31,S024,P0072,W01,434,2025-09-07,2025-08-28,417,99.23,Complete
POL001243,PO000415,2025-03-08,S004,P0093,W05,334,2025-03-16,2025-03-15,334,183.47,Complete
POL001244,PO000415,2026-04-02,S010,P0091,W01,427,2026-04-13,2026-04-19,427,446.61,Complete
POL001245,PO000415,2025-01-19,S012,P0005,W05,425,2025-02-11,2025-02-25,425,683.94,Complete
POL001246,PO000416,2026-04-09,S043,P0093,W04,474,2026-04-24,2026-05-06,474,189.66,Complete
POL001247,PO000416,2025-01-26,S006,P0036,W05,274,2025-02-09,2025-02-05,274,505.25,Complete
POL001248,PO000416,2025-05-05,S014,P0082,W02,183,2025-05-26,2025-06-01,183,539.71,Complete
POL001249,PO000417,2025-12-29,S007,P0116,W01,454,2026-01-15,2026-01-14,450,283.28,Complete
POL001250,PO000417,2026-07-19,S014,P0015,W01,110,2026-08-13,2026-08-21,110,222.66,Complete
POL001251,PO000417,2025-09-03,S001,P0044,W05,164,2025-09-24,2025-10-01,164,29.2,Complete
POL001252,PO000418,2025-03-14,S014,P0105,W03,472,2025-04-04,2025-04-07,472,321.56,Complete
POL001253,PO000418,2025-05-20,S035,P0017,W03,358,2025-05-28,2025-05-31,332,265.88,Complete
POL001254,PO000418,2026-06-22,S037,P0032,W02,294,2026-07-11,2026-07-03,294,26.81,Partial
POL001255,PO000419,2026-03-13,S019,P0066,W02,267,2026-04-08,2026-04-04,267,570.42,Complete
POL001256,PO000419,2025-03-02,S034,P0120,W02,235,2025-03-17,2025-03-14,235,614.57,Complete
POL001257,PO000419,2025-08-19,S030,P0036,W04,448,2025-08-28,2025-09-01,448,574.5,Complete
POL001258,PO000420,2025-06-08,S044,P0047,W05,208,2025-07-02,2025-07-08,202,623.35,Complete
POL001259,PO000420,2025-04-17,S039,P0096,W03,242,2025-04-25,2025-05-06,242,392.38,Complete
POL001260,PO000420,2026-05-23,S012,P0015,W02,46,2026-06-16,2026-06-12,46,209.32,Complete
POL001261,PO000421,2026-01-06,S029,P0040,W03,61,2026-01-20,2026-01-31,61,357.25,Complete
POL001262,PO000421,2025-04-18,S038,P0038,W01,106,2025-05-12,2025-05-12,106,662.78,Complete
POL001263,PO000421,2026-01-26,S015,P0049,W01,153,2026-02-09,2026-02-11,153,623.09,Complete
POL001264,PO000422,2025-09-06,S028,P0069,W02,149,2025-09-21,2025-09-22,149,545.81,Complete
POL001265,PO000422,2025-02-06,S020,P0027,W01,335,2025-02-17,2025-02-20,335,450.82,Complete
POL001266,PO000422,2025-09-27,S015,P0047,W01,277,2025-10-09,2025-10-14,277,563.27,Complete
POL001267,PO000423,2025-04-22,S010,P0111,W02,7,2025-04-30,2025-05-07,7,164.88,Complete
POL001268,PO000423,2025-05-28,S002,P0100,W05,260,2025-06-20,2025-06-20,260,260.04,Complete
POL001269,PO000423,2026-06-12,S036,P0115,W01,45,2026-07-07,2026-07-09,45,371.31,Complete
POL001270,PO000424,2026-03-03,S040,P0082,W04,273,2026-03-15,2026-03-11,273,583.55,Complete
POL001271,PO000424,2025-03-22,S032,P0070,W01,29,2025-04-11,2025-04-16,29,703.5,Complete
POL001272,PO000424,2026-05-26,S012,P0026,W03,42,2026-06-18,2026-06-21,42,424.05,Complete
POL001273,PO000425,2025-12-11,S001,P0020,W04,413,2026-01-02,2025-12-30,413,537.14,Complete
POL001274,PO000425,2026-06-09,S031,P0065,W03,9,2026-06-25,2026-06-20,9,390.46,Complete
POL001275,PO000425,2026-03-25,S010,P0049,W04,486,2026-04-03,2026-04-05,486,535.94,Complete
POL001276,PO000426,2025-07-23,S027,P0095,W02,234,2025-08-11,2025-08-20,234,17.65,Complete
POL001277,PO000426,2025-11-17,S047,P0002,W04,413,2025-12-15,2025-12-25,413,219.11,Complete
POL001278,PO000426,2025-11-15,S001,P0107,W03,100,2025-12-05,2025-11-29,100,15.28,Complete
POL001279,PO000427,2026-03-08,S028,P0021,W03,236,2026-03-25,2026-04-01,236,92.85,Complete
POL001280,PO000427,2025-05-30,S048,P0048,W02,446,2025-06-08,2025-06-14,446,449.04,Complete
POL001281,PO000427,2025-07-19,S017,P0043,W05,43,2025-08-05,2025-08-14,43,114.25,Complete
POL001282,PO000428,2025-05-27,S040,P0111,W05,218,2025-06-06,2025-06-10,218,143.04,Complete
POL001283,PO000428,2025-06-27,S040,P0087,W03,65,2025-07-10,2025-07-10,61,662.7,Complete
POL001284,PO000428,2025-04-07,S024,P0005,W04,179,2025-04-17,2025-04-23,179,603.9,Complete
POL001285,PO000429,2025-01-22,S015,P0103,W05,485,2025-02-02,2025-01-20,485,586.94,Complete
POL001286,PO000429,2026-07-19,S033,P0082,W02,274,2026-08-18,2026-08-14,274,522.86,Complete
POL001287,PO000429,2025-02-14,S030,P0009,W02,170,2025-02-24,2025-02-21,170,299.03,Complete
POL001288,PO000430,2026-06-17,S023,P0094,W04,316,2026-07-13,2026-07-11,316,555.99,Complete
POL001289,PO000430,2025-01-02,S010,P0005,W02,144,2025-01-10,2025-01-03,144,687.28,Complete
POL001290,PO000430,2026-04-12,S036,P0052,W01,45,2026-05-05,2026-05-03,45,226.26,Complete
POL001291,PO000431,2025-07-17,S011,P0020,W03,284,2025-08-07,2025-08-05,284,642.94,Complete
POL001292,PO000431,2025-11-07,S007,P0002,W02,371,2025-11-21,2025-11-21,371,239.66,Complete
POL001293,PO000431,2025-06-19,S004,P0068,W03,93,2025-06-28,2025-07-01,93,187.69,Complete
POL001294,PO000432,2025-10-22,S022,P0083,W01,73,2025-11-08,2025-11-03,73,519.12,Complete
POL001295,PO000432,2025-09-28,S006,P0058,W03,300,2025-10-15,2025-10-14,300,183.09,Complete
POL001296,PO000432,2025-11-14,S017,P0042,W02,196,2025-11-27,2025-11-28,178,610.44,Complete
POL001297,PO000433,2025-08-24,S012,P0062,W03,468,2025-09-14,2025-09-05,468,576.6,Complete
POL001298,PO000433,2025-11-18,S023,P0019,W02,181,2025-12-13,2025-12-14,181,555.48,Complete
POL001299,PO000433,2026-05-11,S038,P0006,W02,199,2026-05-31,2026-06-03,199,331.89,Complete
POL001300,PO000434,2025-09-18,S022,P0019,W05,286,2025-10-06,2025-10-12,286,583.11,Complete
POL001301,PO000434,2025-08-05,S027,P0007,W05,489,2025-08-25,2025-08-19,489,563.94,Complete
POL001302,PO000434,2025-03-21,S007,P0093,W02,346,2025-04-09,2025-04-10,346,202.88,Complete
POL001303,PO000435,2025-08-04,S006,P0074,W04,334,2025-08-19,2025-08-27,334,166.2,Complete
POL001304,PO000435,2025-03-17,S047,P0023,W02,401,2025-04-11,2025-04-03,396,75.24,Complete
POL001305,PO000435,2025-04-20,S030,P0069,W01,408,2025-05-03,2025-05-04,408,499.64,Complete
POL001306,PO000436,2026-07-26,S001,P0059,W01,265,2026-08-14,2026-08-07,265,641.94,Complete
POL001307,PO000436,2025-02-23,S028,P0014,W05,146,2025-03-09,2025-03-08,146,180.85,Complete
POL001308,PO000436,2025-10-17,S001,P0117,W01,81,2025-11-06,2025-11-03,81,227.95,Complete
POL001309,PO000437,2026-05-16,S004,P0113,W03,285,2026-05-24,2026-05-28,272,408.79,Partial
POL001310,PO000437,2026-07-26,S018,P0092,W02,349,2026-08-08,2026-08-08,349,623.43,Complete
POL001311,PO000437,2025-03-30,S032,P0098,W04,186,2025-04-23,2025-04-17,186,70.64,Complete
POL001312,PO000438,2025-04-09,S030,P0066,W01,242,2025-04-17,2025-04-27,242,605.69,Complete
POL001313,PO000438,2025-08-12,S038,P0097,W03,225,2025-09-03,2025-09-05,225,453.07,Complete
POL001314,PO000438,2025-11-29,S009,P0064,W02,296,2025-12-16,2025-12-23,296,113.77,Complete
POL001315,PO000439,2026-07-30,S010,P0020,W03,410,2026-08-09,2026-08-04,410,628.79,Complete
POL001316,PO000439,2025-05-05,S026,P0021,W01,224,2025-05-12,2025-05-11,224,89.01,Complete
POL001317,PO000439,2025-04-09,S042,P0103,W01,262,2025-05-02,2025-05-09,262,628.04,Complete
POL001318,PO000440,2025-06-01,S035,P0054,W01,211,2025-06-07,2025-06-04,211,469.56,Partial
POL001319,PO000440,2026-06-09,S033,P0088,W03,154,2026-07-04,2026-07-05,154,286.23,Complete
POL001320,PO000440,2025-01-19,S005,P0018,W04,352,2025-02-04,2025-02-05,352,16.19,Complete
POL001321,PO000441,2025-08-17,S043,P0054,W05,310,2025-09-01,2025-08-21,310,467.03,Complete
POL001322,PO000441,2025-03-13,S048,P0011,W05,264,2025-03-27,2025-03-28,264,668.13,Complete
POL001323,PO000441,2025-04-05,S028,P0027,W04,150,2025-04-24,2025-04-23,150,451.72,Complete
POL001324,PO000442,2026-07-05,S017,P0014,W01,434,2026-07-20,2026-07-21,434,174.83,Complete
POL001325,PO000442,2025-01-01,S032,P0025,W04,403,2025-01-23,2025-01-21,403,198.49,Complete
POL001326,PO000442,2025-07-12,S031,P0073,W04,373,2025-08-02,2025-07-27,373,10.63,Complete
POL001327,PO000443,2026-07-04,S045,P0001,W04,408,2026-07-31,2026-07-28,408,395.84,Complete
POL001328,PO000443,2025-12-31,S006,P0024,W04,240,2026-01-15,2026-01-14,240,439.06,Complete
POL001329,PO000443,2025-02-13,S025,P0083,W04,315,2025-03-04,2025-03-09,315,476.68,Complete
POL001330,PO000444,2025-10-07,S035,P0018,W03,111,2025-10-18,2025-10-16,111,16.55,Complete
POL001331,PO000444,2026-08-06,S017,P0067,W04,392,2026-08-18,2026-08-20,392,124.38,Open
POL001332,PO000444,2025-08-29,S041,P0105,W04,13,2025-09-23,2025-09-26,13,301.98,Complete
POL001333,PO000445,2025-11-14,S004,P0094,W01,256,2025-11-21,2025-11-20,256,656.76,Complete
POL001334,PO000445,2025-11-16,S006,P0015,W03,106,2025-12-01,2025-12-08,106,226.35,Complete
POL001335,PO000445,2026-02-01,S038,P0018,W01,299,2026-02-23,2026-02-22,299,16.74,Complete
POL001336,PO000446,2025-04-23,S007,P0085,W05,144,2025-05-11,2025-05-09,144,92.71,Complete
POL001337,PO000446,2026-05-19,S021,P0042,W05,482,2026-05-24,2026-06-01,482,582.27,Complete
POL001338,PO000446,2026-08-17,S014,P0051,W01,63,2026-09-09,2026-09-21,63,317.03,Open
POL001339,PO000447,2025-03-27,S034,P0058,W05,412,2025-04-09,2025-03-28,402,177.56,Complete
POL001340,PO000447,2026-05-06,S001,P0070,W03,336,2026-05-27,2026-05-14,336,582.67,Complete
POL001341,PO000447,2026-05-06,S018,P0054,W04,497,2026-05-17,2026-05-27,497,409.23,Complete
POL001342,PO000448,2026-03-21,S048,P0003,W04,166,2026-04-04,2026-04-06,166,409.54,Complete
POL001343,PO000448,2025-08-11,S018,P0012,W01,353,2025-08-25,2025-08-26,353,410.08,Complete
POL001344,PO000448,2025-10-09,S029,P0001,W05,19,2025-10-21,2025-10-10,19,370.05,Complete
POL001345,PO000449,2026-05-19,S048,P0032,W04,0,2026-05-30,2026-05-31,340,26.63,Complete
POL001346,PO000449,2025-04-02,S030,P0099,W03,221,2025-04-15,2025-04-11,221,98.62,Complete
POL001347,PO000449,2026-05-13,S037,P0117,W04,364,2026-06-05,2026-06-05,364,264.6,Complete
POL001348,PO000450,2026-07-07,S047,P0058,W05,393,2026-08-04,2026-08-01,386,167.62,Complete
POL001349,PO000450,2026-02-14,S030,P0004,W04,245,2026-02-25,2026-02-25,245,18.74,Complete
POL001350,PO000450,2025-07-24,S040,P0009,W04,173,2025-08-05,2025-08-08,173,353.99,Complete
POL001351,PO000451,2025-12-02,S025,P0098,W05,357,2025-12-19,2025-12-23,357,66.63,Complete
POL001352,PO000451,2025-01-31,S040,P0042,W04,451,2025-02-14,2025-02-15,451,587.21,Partial
POL001353,PO000451,2026-07-14,S031,P0106,W01,182,2026-07-30,2026-08-01,182,543.94,Complete
POL001354,PO000452,2025-07-25,S017,P0061,W05,427,2025-08-06,2025-07-29,427,76.03,Complete
POL001355,PO000452,2025-02-04,S027,P0106,W05,224,2025-02-25,2025-02-26,224,498.79,Complete
POL001356,PO000452,2026-04-22,S017,P0017,W04,445,2026-05-07,2026-05-10,445,312.19,Complete
POL001357,PO000453,2026-01-30,S020,P0103,W01,326,2026-02-11,2026-02-12,326,640.8,Complete
POL001358,PO000453,2026-01-09,S015,P0066,W03,335,2026-01-20,2026-01-30,335,596.16,Complete
POL001359,PO000453,2025-02-02,S024,P0053,W01,345,2025-02-12,2025-02-12,345,523.68,Complete
POL001360,PO000454,2026-03-27,S017,P0064,W04,404,2026-04-09,2026-04-03,404,121.0,Complete
POL001361,PO000454,2026-01-18,S031,P0040,W05,431,2026-02-03,2026-02-04,431,360.64,Complete
POL001362,PO000454,2026-04-22,S018,P0073,W01,197,2026-05-04,2026-05-02,197,12.59,Complete
POL001363,PO000455,2026-05-12,S024,P0093,W01,374,2026-05-24,2026-05-16,374,202.84,Complete
POL001364,PO000455,2025-05-08,S007,P0098,W05,348,2025-05-22,2025-05-22,348,72.25,Complete
POL001365,PO000455,2025-05-07,S019,P0118,W04,297,2025-06-02,2025-06-12,297,299.33,Complete
POL001366,PO000456,2026-07-09,S018,P0050,W05,115,2026-07-24,2026-07-23,86,622.3,Complete
POL001367,PO000456,2025-11-15,S047,P0093,W02,235,2025-12-09,2025-12-16,219,190.07,Complete
POL001368,PO000456,2025-09-20,S022,P0107,W04,106,2025-10-09,2025-10-14,106,13.86,Complete
POL001369,PO000457,2025-06-22,S002,P0003,W05,72,2025-07-17,2025-08-01,72,385.9,Complete
POL001370,PO000457,2026-01-19,S015,P0057,W01,472,2026-01-30,2026-02-03,472,495.11,Complete
POL001371,PO000457,2026-03-29,S036,P0085,W02,363,2026-04-22,2026-04-24,363,82.94,Complete
POL001372,PO000458,2025-01-02,S008,P0055,W02,276,2025-01-06,2025-01-08,276,235.57,Complete
POL001373,PO000458,2025-11-28,S008,P0013,W03,223,2025-12-04,2025-12-07,223,290.65,Complete
POL001374,PO000458,2026-08-20,S018,P0079,W02,40,2026-09-04,2026-09-04,40,422.4,Open
POL001375,PO000459,2025-06-18,S018,P0049,W02,178,2025-07-03,2025-07-02,178,598.54,Complete
POL001376,PO000459,2025-06-18,S024,P0075,W02,102,2025-06-25,2025-06-29,102,93.09,Complete
POL001377,PO000459,2026-06-11,S002,P0001,W01,271,2026-07-06,2026-07-04,271,394.92,Complete
POL001378,PO000460,2025-02-07,S035,P0002,W04,233,2025-02-18,2025-02-09,233,241.95,Complete
POL001379,PO000460,2025-08-27,S011,P0073,W04,481,2025-09-19,2025-09-13,481,11.53,Complete
POL001380,PO000460,2025-10-02,S035,P0118,W05,423,2025-10-11,2025-10-22,423,300.47,Complete
POL001381,PO000461,2026-04-24,S028,P0077,W03,302,2026-05-11,2026-05-11,302,87.05,Complete
POL001382,PO000461,2025-03-19,S010,P0114,W04,448,2025-03-28,2025-04-03,448,599.46,Complete
POL001383,PO000461,2025-09-18,S023,P0102,W02,168,2025-10-11,2025-10-09,168,416.87,Complete
POL001384,PO000462,2025-04-02,S002,P0034,W02,61,2025-04-23,2025-04-29,61,234.49,Complete
POL001385,PO000462,2026-04-18,S034,P0013,W03,282,2026-05-01,2026-05-05,282,319.55,Complete
POL001386,PO000462,2026-01-15,S015,P0068,W05,35,2026-01-28,2026-02-09,35,218.68,Complete
POL001387,PO000463,2025-10-26,S019,P0075,W03,471,2025-11-23,2025-12-02,460,82.56,Complete
POL001388,PO000463,2025-08-24,S008,P0093,W05,65,2025-09-02,2025-09-08,65,182.22,Complete
POL001389,PO000463,2025-04-02,S018,P0063,W02,428,2025-04-13,2025-04-11,428,103.6,Complete
POL001390,PO000464,2026-07-08,S019,P0111,W04,337,2026-08-02,2026-07-28,337,153.56,Complete
POL001391,PO000464,2026-01-24,S011,P0102,W02,127,2026-02-13,2026-02-14,127,428.39,Complete
POL001392,PO000464,2025-07-11,S048,P0071,W02,268,2025-07-25,2025-07-27,268,349.64,Complete
POL001393,PO000465,2025-09-06,S014,P0067,W05,274,2025-09-26,2025-09-25,274,120.37,Complete
POL001394,PO000465,2026-03-12,S009,P0003,W04,370,2026-03-31,2026-04-05,370,390.15,Complete
POL001395,PO000465,2026-03-08,S027,P0094,W03,216,2026-03-27,2026-04-10,216,644.91,Complete
POL001396,PO000466,2025-10-04,S016,P0082,W03,298,2025-11-04,2025-11-05,298,551.32,Complete
POL001397,PO000466,2025-07-01,S022,P0108,W04,210,2025-07-20,2025-07-30,210,75.18,Complete
POL001398,PO000466,2026-01-31,S035,P0012,W01,52,2026-02-10,2026-02-12,52,349.23,Complete
POL001399,PO000467,2026-01-30,S004,P0018,W05,356,2026-02-07,2026-02-01,356,18.19,Complete
POL001400,PO000467,2025-12-26,S025,P0081,W04,132,2026-01-11,2026-01-18,114,132.25,Complete
POL001401,PO000467,2025-02-13,S002,P0059,W02,143,2025-03-11,2025-03-14,143,578.04,Complete
POL001402,PO000468,2025-10-11,S003,P0071,W04,169,2025-11-06,2025-11-06,169,306.11,Complete
POL001403,PO000468,2026-01-04,S005,P0053,W05,285,2026-01-15,2026-01-11,285,541.04,Complete
POL001404,PO000468,2026-07-25,S008,P0077,W02,355,2026-08-03,2026-08-11,355,84.85,Complete
POL001405,PO000469,2025-11-12,S017,P0080,W02,408,2025-11-26,2025-12-07,408,367.54,Complete
POL001406,PO000469,2025-07-25,S045,P0023,W05,300,2025-08-22,2025-08-20,300,74.74,Complete
POL001407,PO000469,2025-11-30,S044,P0092,W02,201,2025-12-24,2025-12-27,201,689.17,Complete
POL001408,PO000470,2025-04-17,S005,P0060,W05,473,2025-04-28,2025-05-02,473,161.48,Complete
POL001409,PO000470,2025-02-24,S048,P0070,W05,240,2025-03-07,2025-02-27,240,630.58,Complete
POL001410,PO000470,2026-02-11,S031,P0075,W03,77,2026-03-03,2026-03-04,77,86.23,Partial
POL001411,PO000471,2026-08-15,S027,P0090,W01,401,2026-09-07,2026-09-11,401,304.98,Open
POL001412,PO000471,2026-05-23,S039,P0037,W01,469,2026-05-31,2026-06-01,469,229.07,Complete
POL001413,PO000471,2025-12-17,S024,P0001,W02,148,2025-12-29,2026-01-12,148,361.45,Complete
POL001414,PO000472,2025-01-25,S013,,W01,113,2025-02-23,2025-02-17,113,336.29,Complete
POL001415,PO000472,2026-08-16,S026,P0116,W04,179,2026-08-25,2026-09-06,179,255.77,Open
POL001416,PO000472,2025-09-27,S035,P0027,W04,175,2025-10-08,2025-10-19,175,452.64,Complete
POL001417,PO000473,2025-06-23,S033,P0030,W03,100,2025-07-19,2025-07-20,100,598.58,Complete
POL001418,PO000473,2026-06-20,S009,P0103,W05,22,2026-07-06,2026-07-10,22,668.46,Complete
POL001419,PO000473,2026-03-24,S046,P0029,W01,97,2026-04-10,2026-04-10,97,68.43,Partial
POL001420,PO000474,2026-03-26,S014,P0056,W03,151,2026-04-19,2026-04-28,132,60.44,Complete
POL001421,PO000474,2025-06-16,S040,P0045,W02,98,2025-06-30,2025-07-03,98,286.35,Complete
POL001422,PO000474,2026-08-19,S015,P0080,W01,103,2026-09-01,2026-08-29,103,416.93,Open
POL001423,PO000475,2025-09-29,S004,P0072,W03,471,2025-10-09,2025-10-13,471,105.76,Complete
POL001424,PO000475,2025-11-15,S048,P0062,W01,112,2025-11-27,2025-11-29,112,600.21,Complete
POL001425,PO000475,2026-03-27,S029,P0061,W01,411,2026-04-09,2026-04-05,411,77.51,Partial
POL001426,PO000476,2026-01-31,S011,P0101,W02,288,2026-02-21,2026-02-26,288,666.52,Complete
POL001427,PO000476,2025-04-14,S001,P0070,W01,220,2025-05-05,2025-05-11,220,663.02,Complete
POL001428,PO000476,2025-07-01,S007,P0062,W04,391,2025-07-16,2025-07-24,376,500.69,Complete
POL001429,PO000477,2025-08-05,S009,P0107,W04,13,2025-08-23,2025-08-22,13,14.82,Complete
POL001430,PO000477,2026-07-23,S045,P0012,W03,373,2026-08-18,2026-08-25,373,394.83,Complete
POL001431,PO000477,2026-03-05,S009,P0101,W04,210,2026-03-22,2026-04-04,210,660.38,Complete
POL001432,PO000478,2025-08-08,S008,P0024,W01,415,2025-08-14,2025-08-16,415,421.64,Complete
POL001433,PO000478,2026-03-17,S041,P0040,W04,481,2026-04-09,2026-04-20,481,331.45,Complete
POL001434,PO000478,2026-03-20,S043,P0002,W03,367,2026-04-03,2026-04-08,342,234.08,Complete
POL001435,PO000479,2025-08-25,S011,P0069,W03,61,2025-09-18,2025-09-08,61,479.4,Complete
POL001436,PO000479,2025-08-30,S032,P0100,W05,488,2025-09-18,2025-09-12,488,260.67,Complete
POL001437,PO000479,2026-06-21,S026,P0046,W02,381,2026-06-30,2026-06-28,381,683.6,Complete
POL001438,PO000480,2025-12-04,S028,P0080,W03,14,2025-12-18,2025-12-18,14,361.02,Complete
POL001439,PO000480,2025-03-31,S015,P0048,W05,99,2025-04-13,2025-04-15,99,449.87,Complete
POL001440,PO000480,2026-03-08,S037,P0092,W01,494,2026-03-29,2026-04-01,470,594.57,Complete
POL001441,PO000481,2025-12-20,S043,P0120,W03,419,2026-01-04,2025-12-29,419,527.59,Complete
POL001442,PO000481,2025-11-02,S035,P0086,W03,207,2025-11-10,2025-11-18,207,80.68,Complete
POL001443,PO000481,2026-03-12,S044,P0041,W04,478,2026-04-06,2026-04-09,478,180.36,Complete
POL001444,PO000482,2026-06-29,S006,P0099,W05,241,2026-07-13,2026-07-23,241,100.58,Complete
POL001445,PO000482,2025-07-18,S032,P0005,W02,434,2025-08-11,2025-08-15,434,582.21,Complete
POL001446,PO000482,2025-09-09,S048,P0119,W01,290,2025-09-20,2025-09-18,290,439.09,Complete
POL001447,PO000483,2025-04-24,S026,P0101,W02,331,2025-04-30,2025-04-30,331,588.95,Complete
POL001448,PO000483,2026-01-24,S046,P0079,W01,9,2026-02-07,2026-02-03,9,432.78,Complete
POL001449,PO000483,2025-08-30,S017,P0075,W04,485,2025-09-13,2025-09-02,485,94.6,Complete
POL001450,PO000484,2025-07-25,S044,P0031,W03,94,2025-08-17,2025-08-17,94,168.9,Complete
POL001451,PO000484,2026-02-22,S046,P0052,W04,110,2026-03-09,2026-03-20,110,201.74,Complete
POL001452,PO000484,2025-09-02,S030,P0013,W02,225,2025-09-10,2025-09-08,225,332.37,Complete
POL001453,PO000485,2025-10-06,S034,P0041,W05,378,2025-10-21,2025-10-14,378,166.29,Partial
POL001454,PO000485,2025-09-22,S026,P0071,W05,385,2025-09-28,2025-10-03,385,351.86,Complete
POL001455,PO000485,2025-06-05,S016,P0044,W05,315,2025-07-02,2025-07-01,315,32.66,Complete
POL001456,PO000486,2025-03-17,S026,P0093,W04,435,2025-03-26,2025-03-30,418,193.47,Complete
POL001457,PO000486,2026-05-12,S047,P0103,W01,348,2026-06-06,2026-06-11,348,656.23,Complete
POL001458,PO000486,2025-02-25,S001,P0068,W01,78,2025-03-20,2025-03-19,78,215.48,Complete
POL001459,PO000487,2025-07-14,S010,P0041,W05,392,2025-07-23,2025-07-27,392,187.44,Complete
POL001460,PO000487,2026-02-05,S024,P0037,W05,135,2026-02-13,2026-02-14,135,206.3,Complete
POL001461,PO000487,2025-03-20,S017,P0066,W05,262,2025-04-02,2025-03-24,262,631.92,Complete
POL001462,PO000488,2026-01-29,S030,P0087,W04,305,2026-02-07,2026-02-06,305,654.68,Complete
POL001463,PO000488,2026-03-16,S018,P0016,W05,199,2026-03-29,2026-03-26,199,345.99,Complete
POL001464,PO000488,2026-02-02,S032,P0054,W03,183,2026-02-26,2026-02-19,183,439.62,Complete
POL001465,PO000489,2025-07-03,S006,P0053,W01,137,2025-07-18,2025-07-15,137,552.81,Complete
POL001466,PO000489,2025-01-12,S016,P0035,W02,152,2025-02-12,2025-02-17,152,560.03,Complete
POL001467,PO000489,2026-06-17,S034,P0029,W05,493,2026-07-03,2026-07-05,493,71.36,Complete
POL001468,PO000490,2025-07-15,S023,P0101,W04,194,2025-08-09,2025-07-31,194,583.09,Complete
POL001469,PO000490,2026-04-29,S035,P0052,W05,239,2026-05-06,2026-05-01,239,202.9,Complete
POL001470,PO000490,2025-04-29,S031,P0070,W05,352,2025-05-17,2025-05-19,352,608.68,Complete
POL001471,PO000491,2025-04-08,S016,P0005,W04,128,2025-05-08,2025-05-09,128,589.4,Complete
POL001472,PO000491,2026-04-12,S021,P0035,W01,103,2026-04-21,2026-04-21,103,569.22,Complete
POL001473,PO000491,2026-07-18,S047,P0027,W01,108,2026-08-14,2026-08-20,93,472.82,Complete
POL001474,PO000492,2026-06-01,S047,P0040,W02,35,2026-06-25,2026-06-29,35,315.47,Complete
POL001475,PO000492,2026-03-27,S002,P0101,W01,228,2026-04-20,2026-04-18,225,618.97,Complete
POL001476,PO000492,2025-05-29,S034,P0069,W05,6,2025-06-12,2025-06-10,6,479.61,Complete
POL001477,PO000493,2026-07-02,S024,P0109,W02,192,2026-07-13,2026-07-13,192,560.99,Complete
POL001478,PO000493,2026-02-05,S001,P0051,W02,265,2026-02-27,2026-02-17,265,340.28,Complete
POL001479,PO000493,2025-04-14,S031,P0093,W04,132,2025-04-30,2025-05-03,132,208.05,Complete
POL001480,PO000494,2025-03-19,S002,P0020,W01,128,2025-04-10,2025-04-05,128,607.09,Complete
POL001481,PO000494,2026-06-07,S016,P0098,W04,302,2026-07-08,2026-07-16,302,76.26,Complete
POL001482,PO000494,2025-06-15,S034,P0074,W01,283,2025-07-03,2025-06-25,283,149.24,Complete
POL001483,PO000495,2026-04-05,S040,P0005,W05,395,2026-04-17,2026-04-21,395,667.35,Complete
POL001484,PO000495,2025-03-25,S020,P0083,W04,441,2025-04-08,2025-03-30,441,496.91,Complete
POL001485,PO000495,2025-06-18,S039,P0058,W02,127,2025-06-25,2025-06-23,127,192.82,Complete
POL001486,PO000496,2025-06-20,S041,P0001,W04,150,2025-07-16,2025-07-20,150,398.52,Complete
POL001487,PO000496,2025-06-18,S022,P0102,W02,264,2025-07-07,2025-07-14,264,428.54,Complete
POL001488,PO000496,2026-02-09,S009,P0065,W01,95,2026-02-26,2026-03-04,95,427.08,Complete
POL001489,PO000497,2026-07-03,S032,P0073,W01,365,2026-07-23,2026-07-28,365,12.72,Complete
POL001490,PO000497,2026-07-01,S001,P0070,W02,5,2026-07-20,2026-07-26,5,653.64,Complete
